CVE ID,Description,CVSS Score,Attack Vector,Affected OS,Severity,Vulnerability_Type,Attack_Vector_Type,CVE_Year,Description_Length,Cleaned_Description,Original_Length,Cleaned_Length,Reduction_Pct,Top_Keywords
CVE-2023-46837,"Arm provides multiple helpers to clean & invalidate the cache
for a given region.  This is, for instance, used when allocating
guest memory to ensure any writes (such as the ones during scrubbing)
have reached memory before handing over the page to a guest.

Unfortunately, the arithmetics in the helpers can overflow and would
then result to skip the cache cleaning/invalidation.  Therefore there
is no guarantee when all the writes will reach the memory.

This undefined behavior was meant to be addressed by XSA-437, but the
approach was not sufficient.",3.3,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:L/I:N/A:N,Xen Xen,Low,Other,Local,2023.0,556,arm provides multiple helper clean invalidate cache given region instance used allocating guest memory ensure writes one scrubbing reached memory handing page guest unfortunately arithmetic helper overflow would result skip cache cleaning invalidation therefore guarantee writes reach memory undefined behavior meant addressed xsa approach sufficient,556,350,37.1,"writes, helper, cache, guest, memory"
CVE-2023-47219,"A SQL injection vulnerability has been reported to affect QuMagie. If exploited, the vulnerability could allow authenticated users to inject malicious code via a network.

We have already fixed the vulnerability in the following version:
QuMagie 2.2.1 and later
",3.5,CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:U/C:L/I:N/A:N,,Low,SQL Injection,Network,2023.0,262,sql injection vulnerability reported affect qumagie exploited vulnerability could allow authenticated user inject malicious code via network already fixed vulnerability following version qumagie VERSION later,262,208,20.6,"qumagie, affect qumagie, version qumagie, qumagie exploited, qumagie version"
CVE-2023-47559,"A cross-site scripting (XSS) vulnerability has been reported to affect QuMagie. If exploited, the vulnerability could allow authenticated users to inject malicious code via a network.

We have already fixed the vulnerability in the following version:
QuMagie 2.2.1 and later
",5.5,CVSS:3.1/AV:N/AC:H/PR:L/UI:R/S:C/C:L/I:L/A:L,,Medium,Cross-Site Scripting (XSS),Network,2023.0,275,cross site scripting xss vulnerability reported affect qumagie exploited vulnerability could allow authenticated user inject malicious code via network already fixed vulnerability following version qumagie VERSION later,275,219,20.4,"qumagie, version qumagie, affect qumagie, qumagie exploited, qumagie version"
CVE-2023-47560,"An OS command injection vulnerability has been reported to affect QuMagie. If exploited, the vulnerability could allow authenticated users to execute commands via a network.

We have already fixed the vulnerability in the following version:
QuMagie 2.2.1 and later
",7.4,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:C/C:L/I:L/A:L,,High,Command Injection,Network,2023.0,265,command injection vulnerability reported affect qumagie exploited vulnerability could allow authenticated user execute command via network already fixed vulnerability following version qumagie VERSION later,265,206,22.3,"qumagie, qumagie exploited, version qumagie, qumagie version, affect qumagie"
CVE-2024-0247,A vulnerability classified as critical was found in CodeAstro Online Food Ordering System 1.0. This vulnerability affects unknown code of the file /admin/ of the component Admin Panel. The manipulation of the argument Username leads to sql injection. The attack can be initiated remotely. The exploit has been disclosed to the public and may be used. VDB-249778 is the identifier assigned to this vulnerability.,7.3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:L/A:L,,High,SQL Injection,Network,2024.0,411,vulnerability classified critical found codeastro online food ordering system vulnerability affect unknown code file admin component admin panel manipulation argument username lead sql injection attack initiated remotely exploit disclosed public may used vdb identifier assigned vulnerability,411,292,29.0,"admin panel, food ordering, online food, ordering system, codeastro online"
CVE-2024-21641,"Flarum is open source discussion platform software. Prior to version 1.8.5, the Flarum `/logout` route includes a redirect parameter that allows any third party to redirect users from a (trusted) domain of the Flarum installation to redirect to any link. For logged-in users, the logout must be confirmed. Guests are immediately redirected. This could be used by spammers to redirect to a web address using a trusted domain of a running Flarum installation. The vulnerability has been fixed and published as flarum/core v1.8.5. As a workaround, some extensions modifying the logout route can remedy this issue if their implementation is safe.",6.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:N/I:H/A:N,,Medium,Remote Code Execution,Network,2024.0,642,flarum open source discussion platform software prior version VERSION flarum logout route includes redirect parameter allows third party redirect user trusted domain flarum installation redirect link logged user logout must confirmed guest immediately redirected could used spammer redirect web address using trusted domain running flarum installation vulnerability fixed published flarum core workaround extension modifying logout route remedy issue implementation safe,642,470,26.8,"redirect, trusted domain, trusted, domain, route"
CVE-2024-21642,"D-Tale is a visualizer for Pandas data structures. Users hosting versions D-Tale prior to 3.9.0 publicly can be vulnerable to server-side request forgery (SSRF), allowing attackers to access files on the server. Users should upgrade to version 3.9.0, where the `Load From the Web` input is turned off by default. The only workaround for versions earlier than 3.9.0 is to only host D-Tale to trusted users.",7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,,High,SSRF,Network,2024.0,405,tale visualizer panda data structure user hosting version tale prior VERSION publicly vulnerable server side request forgery ssrf allowing attacker access file server user upgrade version VERSION load web input turned default workaround version earlier VERSION host tale trusted user,405,283,30.1,"trusted user, turned, access file, server, hosting"
CVE-2023-50612,"Insecure Permissions vulnerability in fit2cloud Cloud Explorer Lite version 1.4.1, allow local attackers to escalate privileges and obtain sensitive information via the cloud accounts parameter.",7.8,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,,High,Privilege Escalation,Local,2023.0,194,insecure permission vulnerability fit cloud cloud explorer lite version VERSION allow local attacker escalate privilege obtain sensitive information via cloud account parameter,194,176,9.3,"cloud, lite, attacker escalate, explorer, version allow"
CVE-2023-39853,"SQL Injection vulnerability in Dzzoffice version 2.01, allows remote attackers to obtain sensitive information via the doobj and doevent parameters in the Network Disk backend module.",6.5,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N,,Medium,SQL Injection,Network,2023.0,183,sql injection vulnerability dzzoffice version allows remote attacker obtain sensitive information via doobj doevent parameter network disk backend module,183,153,16.4,"backend, disk, information via, obtain sensitive, attacker obtain"
CVE-2023-50609,"Cross Site Scripting (XSS) vulnerability in AVA teaching video application service platform version 3.1, allows remote attackers to execute arbitrary code via a crafted script to ajax.aspx.",6.1,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N,,Medium,Cross-Site Scripting (XSS),Network,2023.0,189,cross site scripting xss vulnerability ava teaching video application service platform version allows remote attacker execute arbitrary code via crafted script ajax aspx,189,169,10.6,"application service, crafted script, video, ajax, scripting xss"
CVE-2023-46953,"SQL Injection vulnerability in ABO.CMS v.5.9.3, allows remote attackers to execute arbitrary code via the d parameter in the Documents module.",9.8,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,,Critical,SQL Injection,Network,2023.0,142,sql injection vulnerability abo cm VERSION allows remote attacker execute arbitrary code via parameter document module,142,118,16.9,"via parameter, cm version, cm, document, module"
CVE-2023-50121,Autel EVO NANO drone flight control firmware version 1.6.5 is vulnerable to denial of service (DoS).,5.7,CVSS:3.1/AV:A/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H,Autelrobotics Evo Nano Drone Firmware 1.6.5,Medium,Denial of Service,Adjacent,2023.0,100,autel evo nano drone flight control firmware version VERSION vulnerable denial service do,100,89,11.0,"vulnerable denial, firmware version, version vulnerable, evo, firmware"
CVE-2023-6798,"The RSS Aggregator by Feedzy – Feed to Post, Autoblogging, News & YouTube Video Feeds Aggregator plugin for WordPress is vulnerable to unauthorized settings update due to a missing capability check when updating settings in all versions up to, and including, 4.3.2. This makes it possible for authenticated attackers, with author-level access or above to change the plugin's settings including proxy settings, which are also exposed to authors.",5.4,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:N,,Medium,Other,Network,2023.0,444,rss aggregator feedzy feed post autoblogging news youtube video feed aggregator plugin wordpress vulnerable unauthorized setting update due missing capability check updating setting version including VERSION make possible authenticated attacker author level access change plugin setting including proxy setting also exposed author,444,330,25.7,"aggregator, author, feed, setting, update due"
CVE-2023-6801,"The RSS Aggregator by Feedzy – Feed to Post, Autoblogging, News & YouTube Video Feeds Aggregator plugin for WordPress is vulnerable to Stored Cross-Site Scripting via admin settings in all versions up to, and including, 4.3.2 due to insufficient input sanitization and output escaping. This makes it possible for authenticated attackers, with author-level permissions and above, to inject arbitrary web scripts in pages that will execute whenever a user accesses an injected page.",6.4,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:C/C:L/I:L/A:N,,Medium,Cross-Site Scripting (XSS),Network,2023.0,480,rss aggregator feedzy feed post autoblogging news youtube video feed aggregator plugin wordpress vulnerable stored cross site scripting via admin setting version including VERSION due insufficient input sanitization output escaping make possible authenticated attacker author level permission inject arbitrary web script page execute whenever user access injected page,480,368,23.3,"aggregator, feed, aggregator feedzy, rss aggregator, autoblogging news"
CVE-2023-51441,"** UNSUPPORTED WHEN ASSIGNED ** Improper Input Validation vulnerability in Apache Axis allowed users with access to the admin service to perform possible SSRF
This issue affects Apache Axis: through 1.3.

As Axis 1 has been EOL we recommend you migrate to a different SOAP engine, such as Apache Axis 2/Java. Alternatively you could use a build of Axis with the patch from  https://github.com/apache/axis-axis1-java/commit/685c309febc64aa393b2d64a05f90e7eb9f73e06  applied. The Apache Axis project does not expect to create an Axis 1.x release 
fixing this problem, though contributors that would like to work towards
 this are welcome.

",7.2,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:H,,High,SSRF,Network,2023.0,638,unsupported assigned improper input validation vulnerability apache axis allowed user access admin service perform possible ssrf issue affect apache axis axis eol recommend migrate different soap engine apache axis java alternatively could use build axis patch applied apache axis project expect create axis release fixing problem though contributor would like work towards welcome,638,381,40.3,"axis, apache, contributor would, ssrf issue, though"
CVE-2024-0260,"A vulnerability, which was classified as problematic, was found in SourceCodester Engineers Online Portal 1.0. Affected is an unknown function of the file change_password_teacher.php of the component Password Change. The manipulation leads to session expiration. It is possible to launch the attack remotely. The exploit has been disclosed to the public and may be used. The identifier of this vulnerability is VDB-249816.",4.3,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:L/A:N,,Medium,Remote Code Execution,Network,2024.0,422,vulnerability classified problematic found sourcecodester engineer online portal affected unknown function file change password teacher php component password change manipulation lead session expiration possible launch attack remotely exploit disclosed public may used identifier vulnerability vdb,422,297,29.6,"change, password, expiration, session expiration, file change"
CVE-2024-0261,A vulnerability has been found in Sentex FTPDMIN 0.96 and classified as problematic. Affected by this vulnerability is an unknown functionality of the component RNFR Command Handler. The manipulation leads to denial of service. The attack can be launched remotely. The exploit has been disclosed to the public and may be used. The identifier VDB-249817 was assigned to this vulnerability.,5.3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:L,,Medium,Denial of Service,Network,2024.0,388,vulnerability found sentex ftpdmin classified problematic affected vulnerability unknown functionality component rnfr command handler manipulation lead denial service attack launched remotely exploit disclosed public may used identifier vdb assigned vulnerability,388,263,32.2,"command handler, functionality component, service attack, lead denial, problematic affected"
CVE-2024-0262,A vulnerability was found in Online Job Portal 1.0 and classified as problematic. Affected by this issue is some unknown functionality of the file /Admin/News.php of the component Create News Page. The manipulation of the argument News with the input </title><scRipt>alert(0x00C57D)</scRipt> leads to cross site scripting. The attack may be launched remotely. The exploit has been disclosed to the public and may be used. VDB-249818 is the identifier assigned to this vulnerability.,2.4,CVSS:3.1/AV:N/AC:L/PR:H/UI:R/S:U/C:N/I:L/A:N,,Low,Other,Network,2024.0,482,vulnerability found online job portal classified problematic affected issue unknown functionality file admin news php component create news page manipulation argument news input title script alert script lead cross site scripting attack may launched remotely exploit disclosed public may used vdb identifier assigned vulnerability,482,330,31.5,"news, job portal, title script, input title, component create"
CVE-2024-0263,A vulnerability was found in ACME Ultra Mini HTTPd 1.21. It has been classified as problematic. This affects an unknown part of the component HTTP GET Request Handler. The manipulation leads to denial of service. It is possible to initiate the attack remotely. The exploit has been disclosed to the public and may be used. It is recommended to apply a patch to fix this issue. The associated identifier of this vulnerability is VDB-249819.,5.3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:L,,Medium,Denial of Service,Network,2024.0,439,vulnerability found acme ultra mini httpd classified problematic affect unknown part component http get request handler manipulation lead denial service possible initiate attack remotely exploit disclosed public may used recommended apply patch fix issue associated identifier vulnerability vdb,439,294,33.0,"service possible, mini, apply, http get, problematic affect"
CVE-2024-0264,A vulnerability was found in SourceCodester Clinic Queuing System 1.0. It has been declared as critical. This vulnerability affects unknown code of the file /LoginRegistration.php. The manipulation of the argument formToken leads to authorization bypass. The attack can be initiated remotely. The exploit has been disclosed to the public and may be used. The identifier of this vulnerability is VDB-249820.,7.3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:L/A:L,,High,Remote Code Execution,Network,2024.0,406,vulnerability found sourcecodester clinic queuing system declared critical vulnerability affect unknown code file loginregistration php manipulation argument formtoken lead authorization bypass attack initiated remotely exploit disclosed public may used identifier vulnerability vdb,406,282,30.5,"clinic, sourcecodester clinic, queuing system, clinic queuing, authorization bypass"
CVE-2024-0265,A vulnerability was found in SourceCodester Clinic Queuing System 1.0. It has been rated as critical. This issue affects some unknown processing of the file /index.php of the component GET Parameter Handler. The manipulation of the argument page leads to file inclusion. The attack may be initiated remotely. The exploit has been disclosed to the public and may be used. The identifier VDB-249821 was assigned to this vulnerability.,6.3,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L,,Medium,Remote Code Execution,Network,2024.0,432,vulnerability found sourcecodester clinic queuing system rated critical issue affect unknown processing file index php component get parameter handler manipulation argument page lead file inclusion attack may initiated remotely exploit disclosed public may used identifier vdb assigned vulnerability,432,299,30.8,"sourcecodester clinic, argument page, clinic queuing, queuing system, inclusion attack"
CVE-2024-0266,A vulnerability classified as problematic has been found in Project Worlds Online Lawyer Management System 1.0. Affected is an unknown function of the component User Registration. The manipulation of the argument First Name leads to cross site scripting. It is possible to launch the attack remotely. The exploit has been disclosed to the public and may be used. VDB-249822 is the identifier assigned to this vulnerability.,4.3,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:N/I:L/A:N,,Medium,Other,Network,2024.0,423,vulnerability classified problematic found project world online lawyer management system affected unknown function component user registration manipulation argument first name lead cross site scripting possible launch attack remotely exploit disclosed public may used vdb identifier assigned vulnerability,423,305,27.9,"lawyer, first name, project world, found project, registration manipulation"
CVE-2024-0267,A vulnerability classified as critical was found in Kashipara Hospital Management System up to 1.0. Affected by this vulnerability is an unknown functionality of the file login.php of the component Parameter Handler. The manipulation of the argument email/password leads to sql injection. The attack can be launched remotely. The exploit has been disclosed to the public and may be used. The associated identifier of this vulnerability is VDB-249823.,7.3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:L/A:L,,High,SQL Injection,Network,2024.0,450,vulnerability classified critical found kashipara hospital management system affected vulnerability unknown functionality file login php component parameter handler manipulation argument email password lead sql injection attack launched remotely exploit disclosed public may used associated identifier vulnerability vdb,450,319,29.1,"email password, kashipara hospital, component parameter, parameter handler, file login"
CVE-2023-7208,A vulnerability classified as critical was found in Totolink X2000R_V2 2.0.0-B20230727.10434. This vulnerability affects the function formTmultiAP of the file /bin/boa. The manipulation leads to buffer overflow. VDB-249742 is the identifier assigned to this vulnerability. NOTE: The vendor was contacted early about this disclosure but did not respond in any way.,8.0,CVSS:3.1/AV:A/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,Totolink X2000R Firmware 2.0.0-b20230727.10434,High,Buffer Overflow,Adjacent,2023.0,363,vulnerability classified critical found totolink VERSION vulnerability affect function formtmultiap file bin boa manipulation lead buffer overflow vdb identifier assigned vulnerability note vendor contacted early disclosure respond way,363,235,35.3,"boa, formtmultiap file, bin boa, totolink version, formtmultiap"
CVE-2024-0268,"A vulnerability, which was classified as critical, has been found in Kashipara Hospital Management System up to 1.0. Affected by this issue is some unknown functionality of the file registration.php. The manipulation of the argument name/email/pass/gender/age/city leads to sql injection. The attack may be launched remotely. The exploit has been disclosed to the public and may be used. The identifier of this vulnerability is VDB-249824.",7.3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:L/A:L,,High,SQL Injection,Network,2024.0,439,vulnerability classified critical found kashipara hospital management system affected issue unknown functionality file registration php manipulation argument name email pas gender age city lead sql injection attack may launched remotely exploit disclosed public may used identifier vulnerability vdb,439,299,31.9,"registration php, age, kashipara hospital, name email, pas"
CVE-2024-0270,"A vulnerability, which was classified as critical, was found in Kashipara Food Management System up to 1.0. This affects an unknown part of the file item_list_submit.php. The manipulation of the argument item_name leads to sql injection. It is possible to initiate the attack remotely. The exploit has been disclosed to the public and may be used. The identifier VDB-249825 was assigned to this vulnerability.",6.3,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L,,Medium,SQL Injection,Network,2024.0,409,vulnerability classified critical found kashipara food management system affect unknown part file item list submit php manipulation argument item name lead sql injection possible initiate attack remotely exploit disclosed public may used identifier vdb assigned vulnerability,409,275,32.8,"item, item list, item name, argument item, file item"
CVE-2023-7209,A vulnerability was found in Uniway Router up to 2.0. It has been rated as critical. Affected by this issue is some unknown functionality of the file /boaform/device_reset.cgi of the component Device Reset Handler. The manipulation leads to denial of service. The attack may be launched remotely. The exploit has been disclosed to the public and may be used. VDB-249758 is the identifier assigned to this vulnerability. NOTE: The vendor was contacted early about this disclosure but did not respond in any way.,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,"Uniwayinfo Uw-311Vpw Firmware, Uniwayinfo Uw-323Dac Firmware, Uniwayinfo Uw-302Vp Firmware, Uniwayinfo Uw-101X Firmware, Uniwayinfo Uw-301Vpw Firmware",High,Denial of Service,Network,2023.0,510,vulnerability found uniway router rated critical affected issue unknown functionality file boaform device reset cgi component device reset handler manipulation lead denial service attack may launched remotely exploit disclosed public may used vdb identifier assigned vulnerability note vendor contacted early disclosure respond way,510,331,35.1,"reset, found uniway, uniway router, uniway, device"
CVE-2024-0271,A vulnerability has been found in Kashipara Food Management System up to 1.0 and classified as critical. This vulnerability affects unknown code of the file addmaterial_edit.php. The manipulation of the argument id leads to sql injection. The attack can be initiated remotely. The exploit has been disclosed to the public and may be used. VDB-249826 is the identifier assigned to this vulnerability.,6.3,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L,,Medium,SQL Injection,Network,2024.0,399,vulnerability found kashipara food management system classified critical vulnerability affect unknown code file addmaterial edit php manipulation argument lead sql injection attack initiated remotely exploit disclosed public may used vdb identifier assigned vulnerability,399,271,32.1,"edit php, critical vulnerability, argument lead, food management, kashipara food"
CVE-2023-7210,A vulnerability was found in OneNav up to 0.9.33. It has been classified as critical. This affects an unknown part of the file /index.php?c=api of the component API. The manipulation of the argument X-Token leads to improper authentication. It is possible to initiate the attack remotely. The exploit has been disclosed to the public and may be used. The identifier VDB-249765 was assigned to this vulnerability.,7.3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:L/A:L,,High,Other,Network,2023.0,412,vulnerability found onenav VERSION classified critical affect unknown part file index php api component api manipulation argument token lead improper authentication possible initiate attack remotely exploit disclosed public may used identifier vdb assigned vulnerability,412,270,34.5,"api, api component, improper authentication, file index, critical affect"
CVE-2023-7211,A vulnerability was found in Uniway Router 2.0. It has been declared as critical. This vulnerability affects unknown code of the component Administrative Web Interface. The manipulation leads to reliance on ip address for authentication. The attack can be initiated remotely. The complexity of an attack is rather high. The exploitation appears to be difficult. The exploit has been disclosed to the public and may be used. VDB-249766 is the identifier assigned to this vulnerability. NOTE: The vendor was contacted early about this disclosure but did not respond in any way.,5.6,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:L/I:L/A:L,"Uniwayinfo Uw-311Vpw Firmware, Uniwayinfo Uw-323Dac Firmware, Uniwayinfo Uw-302Vp Firmware, Uniwayinfo Uw-101X Firmware, Uniwayinfo Uw-301Vpw Firmware",Medium,Other,Network,2023.0,575,vulnerability found uniway router declared critical vulnerability affect unknown code component administrative web interface manipulation lead reliance address authentication attack initiated remotely complexity attack rather high exploitation appears difficult exploit disclosed public may used vdb identifier assigned vulnerability note vendor contacted early disclosure respond way,575,384,33.2,"uniway router, uniway, code component, found uniway, appears difficult"
CVE-2024-0272,A vulnerability was found in Kashipara Food Management System up to 1.0 and classified as critical. This issue affects some unknown processing of the file addmaterialsubmit.php. The manipulation of the argument material_name leads to sql injection. The attack may be initiated remotely. The exploit has been disclosed to the public and may be used. The associated identifier of this vulnerability is VDB-249827.,6.3,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L,,Medium,SQL Injection,Network,2024.0,411,vulnerability found kashipara food management system classified critical issue affect unknown processing file addmaterialsubmit php manipulation argument material name lead sql injection attack may initiated remotely exploit disclosed public may used associated identifier vulnerability vdb,411,290,29.4,"addmaterialsubmit php, addmaterialsubmit, file addmaterialsubmit, material, critical issue"
CVE-2024-0273,A vulnerability was found in Kashipara Food Management System up to 1.0. It has been classified as critical. Affected is an unknown function of the file addwaste_entry.php. The manipulation of the argument item_name leads to sql injection. It is possible to launch the attack remotely. The exploit has been disclosed to the public and may be used. The identifier of this vulnerability is VDB-249828.,6.3,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L,,Medium,SQL Injection,Network,2024.0,399,vulnerability found kashipara food management system classified critical affected unknown function file addwaste entry php manipulation argument item name lead sql injection possible launch attack remotely exploit disclosed public may used identifier vulnerability vdb,399,268,32.8,"item name, argument item, item, entry, name lead"
CVE-2024-0274,A vulnerability was found in Kashipara Food Management System up to 1.0. It has been declared as critical. Affected by this vulnerability is an unknown functionality of the file billAjax.php. The manipulation of the argument item_name leads to sql injection. The attack can be launched remotely. The exploit has been disclosed to the public and may be used. The identifier VDB-249829 was assigned to this vulnerability.,6.3,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L,,Medium,SQL Injection,Network,2024.0,419,vulnerability found kashipara food management system declared critical affected vulnerability unknown functionality file billajax php manipulation argument item name lead sql injection attack launched remotely exploit disclosed public may used identifier vdb assigned vulnerability,419,281,32.9,"item name, argument item, system declared, item, name lead"
CVE-2024-0275,A vulnerability was found in Kashipara Food Management System up to 1.0. It has been rated as critical. Affected by this issue is some unknown functionality of the file item_edit_submit.php. The manipulation of the argument id leads to sql injection. The attack may be launched remotely. The exploit has been disclosed to the public and may be used. VDB-249830 is the identifier assigned to this vulnerability.,6.3,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L,,Medium,SQL Injection,Network,2024.0,410,vulnerability found kashipara food management system rated critical affected issue unknown functionality file item edit submit php manipulation argument lead sql injection attack may launched remotely exploit disclosed public may used vdb identifier assigned vulnerability,410,272,33.7,"edit submit, file item, system rated, item, rated critical"
CVE-2024-0276,A vulnerability classified as critical has been found in Kashipara Food Management System up to 1.0. This affects an unknown part of the file rawstock_used_damaged_smt.php. The manipulation of the argument product_name leads to sql injection. It is possible to initiate the attack remotely. The exploit has been disclosed to the public and may be used. The associated identifier of this vulnerability is VDB-249831.,6.3,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L,,Medium,SQL Injection,Network,2024.0,415,vulnerability classified critical found kashipara food management system affect unknown part file rawstock used damaged smt php manipulation argument product name lead sql injection possible initiate attack remotely exploit disclosed public may used associated identifier vulnerability vdb,415,289,30.4,"rawstock, rawstock used, used damaged, file rawstock, product name"
CVE-2024-0277,A vulnerability classified as critical was found in Kashipara Food Management System up to 1.0. This vulnerability affects unknown code of the file party_submit.php. The manipulation of the argument party_name leads to sql injection. The attack can be initiated remotely. The exploit has been disclosed to the public and may be used. The identifier of this vulnerability is VDB-249832.,6.3,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L,,Medium,SQL Injection,Network,2024.0,385,vulnerability classified critical found kashipara food management system vulnerability affect unknown code file party submit php manipulation argument party name lead sql injection attack initiated remotely exploit disclosed public may used identifier vulnerability vdb,385,269,30.1,"party, party name, argument party, party submit, file party"
CVE-2024-0278,"A vulnerability, which was classified as critical, has been found in Kashipara Food Management System up to 1.0. This issue affects some unknown processing of the file partylist_edit_submit.php. The manipulation of the argument id leads to sql injection. The attack may be initiated remotely. The exploit has been disclosed to the public and may be used. The identifier VDB-249833 was assigned to this vulnerability.",6.3,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L,,Medium,SQL Injection,Network,2024.0,416,vulnerability classified critical found kashipara food management system issue affect unknown processing file partylist edit submit php manipulation argument lead sql injection attack may initiated remotely exploit disclosed public may used identifier vdb assigned vulnerability,416,278,33.2,"edit submit, system issue, submit php, argument lead, kashipara food"
CVE-2024-0279,"A vulnerability, which was classified as critical, was found in Kashipara Food Management System up to 1.0. Affected is an unknown function of the file item_list_edit.php. The manipulation of the argument id leads to sql injection. It is possible to launch the attack remotely. The exploit has been disclosed to the public and may be used. VDB-249834 is the identifier assigned to this vulnerability.",6.3,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L,,Medium,SQL Injection,Network,2024.0,400,vulnerability classified critical found kashipara food management system affected unknown function file item list edit php manipulation argument lead sql injection possible launch attack remotely exploit disclosed public may used vdb identifier assigned vulnerability,400,267,33.2,"list edit, item list, file item, edit php, item"
CVE-2024-0280,A vulnerability has been found in Kashipara Food Management System up to 1.0 and classified as critical. Affected by this vulnerability is an unknown functionality of the file item_type_submit.php. The manipulation of the argument type_name leads to sql injection. The attack can be launched remotely. The exploit has been disclosed to the public and may be used. The associated identifier of this vulnerability is VDB-249835.,6.3,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L,,Medium,SQL Injection,Network,2024.0,426,vulnerability found kashipara food management system classified critical affected vulnerability unknown functionality file item type submit php manipulation argument type name lead sql injection attack launched remotely exploit disclosed public may used associated identifier vulnerability vdb,426,293,31.2,"type, type name, item type, argument type, file item"
CVE-2024-0281,A vulnerability was found in Kashipara Food Management System up to 1.0 and classified as critical. Affected by this issue is some unknown functionality of the file loginCheck.php. The manipulation of the argument password leads to sql injection. The attack may be launched remotely. The exploit has been disclosed to the public and may be used. The identifier of this vulnerability is VDB-249836.,6.3,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L,,Medium,SQL Injection,Network,2024.0,397,vulnerability found kashipara food management system classified critical affected issue unknown functionality file logincheck php manipulation argument password lead sql injection attack may launched remotely exploit disclosed public may used identifier vulnerability vdb,397,271,31.7,"argument password, password lead, kashipara food, food management, food"
CVE-2024-0282,A vulnerability was found in Kashipara Food Management System up to 1.0. It has been classified as problematic. This affects an unknown part of the file addmaterialsubmit.php. The manipulation of the argument tin leads to cross site scripting. It is possible to initiate the attack remotely. The exploit has been disclosed to the public and may be used. The identifier VDB-249837 was assigned to this vulnerability.,3.5,CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:U/C:N/I:L/A:N,,Low,Other,Network,2024.0,415,vulnerability found kashipara food management system classified problematic affect unknown part file addmaterialsubmit php manipulation argument tin lead cross site scripting possible initiate attack remotely exploit disclosed public may used identifier vdb assigned vulnerability,415,280,32.5,"addmaterialsubmit, addmaterialsubmit php, file addmaterialsubmit, problematic affect, scripting possible"
