CVE ID,Description,CVSS Score,Attack Vector,Affected OS,Severity,Vulnerability_Type,Attack_Vector_Type,CVE_Year,Description_Length,Cleaned_Description,Original_Length,Cleaned_Length,Reduction_Pct,Top_Keywords,Summary,Alert,Orig_Len,Summary_Len,Compression_Ratio
CVE-2023-43512,Transient DOS while parsing GATT service data when the total amount of memory that is required by the multiple services is greater than the actual size of the services buffer.,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,Qualcomm Qcn7606 Firmware,High,Denial of Service,Network,2023.0,175,transient do parsing gatt service data total amount memory required multiple service greater actual size service buffer,175,119,32.0,"total, amount memory, do parsing, amount, service",The total amount of memory that is required by the multiple services is greater than the actual size of the services buffer. Transient DOS while parsing GATT service data.,"CVE Alert: High Denial of Service vulnerability
CVE ID: CVE-2023-43512 | CVSS: 7.5

Summary: The total amount of memory that is required by the multiple services is greater than the actual size of the services buffer. Transient DOS while parsing GATT service data.

Recommended Action: Apply patches within 24 hours. Monitor for exploitation.",175,171,0.9771428571428571
CVE-2023-43514,Memory corruption while invoking IOCTLs calls from user space for internal mem MAP and internal mem UNMAP.,8.4,CVSS:3.1/AV:L/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,"Qualcomm Wcn3988 Firmware, Qualcomm Wcd9375 Firmware, Qualcomm Wcd9390 Firmware, Qualcomm Qrb5165N Firmware, Qualcomm Qualcomm Video Collaboration Vc3 Platform Firmware, Qualcomm Qcs8550 Firmware, Qualcomm Qca6797Aq Firmware, Qualcomm Qam8295P Firmware, Qualcomm Qcs8250 Firmware, Qualcomm Wcd9370 Firmware, Qualcomm Wsa8845H Firmware, Qualcomm Qdx1011 Firmware, Qualcomm Qcm6490 Firmware, Qualcomm Qca6574A Firmware, Qualcomm Qca6574Au Firmware, Qualcomm Qdu1110 Firmware, Qualcomm Qam8775P Firmware, Qualcomm Snapdragon 4 Gen 1 Mobile Platform Firmware, Qualcomm Qca6574 Firmware, Qualcomm Wcd9385 Firmware, Qualcomm Snapdragon 680 4G Mobile Platform Firmware, Qualcomm Wcd9380 Firmware, Qualcomm Sm8550P Firmware, Qualcomm Snapdragon W5\+ Gen 1 Wearable Platform Firmware, Qualcomm Snapdragon 8\+ Gen 2 Mobile Platform Firmware, Qualcomm Sa8295P Firmware, Qualcomm Qca6698Aq Firmware, Qualcomm Ar8035 Firmware, Qualcomm Qcn6274 Firmware, Qualcomm Robotics Rb5 Platform Firmware, Qualcomm Wcn3950 Firmware, Qualcomm Sa8195P Firmware, Qualcomm Wsa8810 Firmware, Qualcomm Qfw7114 Firmware, Qualcomm Wsa8815 Firmware, Qualcomm Qru1052 Firmware, Qualcomm Fastconnect 6700 Firmware, Qualcomm Qdu1210 Firmware, Qualcomm Qca6696 Firmware, Qualcomm Qca6391 Firmware, Qualcomm Qca8081 Firmware, Qualcomm Snapdragon 695 5G Mobile Platform Firmware, Qualcomm Wsa8835 Firmware, Qualcomm Qualcomm Video Collaboration Vc5 Platform Firmware, Qualcomm Wcn3980 Firmware, Qualcomm Qam8650P Firmware, Qualcomm Flight Rb5 5G Platform Firmware, Qualcomm Snapdragon 8 Gen 2 Mobile Platform Firmware, Qualcomm Sg8275P Firmware, Qualcomm Qdu1000 Firmware, Qualcomm Qru1062 Firmware, Qualcomm Wsa8840 Firmware, Qualcomm Snapdragon 480\+ 5G Mobile Platform Firmware, Qualcomm Qcc710 Firmware, Qualcomm Snapdragon 480 5G Mobile Platform Firmware, Qualcomm Qru1032 Firmware, Qualcomm Qcs7230 Firmware, Qualcomm Sw5100P Firmware, Qualcomm Qfw7124 Firmware, Qualcomm Sa8255P Firmware, Qualcomm Qdx1010 Firmware, Qualcomm Qcn6224 Firmware, Qualcomm Fastconnect 6200 Firmware, Qualcomm Wsa8845 Firmware, Qualcomm Qca8337 Firmware, Qualcomm Qam8255P Firmware, Qualcomm Snapdragon 685 4G Mobile Platform Firmware, Qualcomm Qdu1010 Firmware, Qualcomm Qcm4325 Firmware, Qualcomm Sa6155P Firmware, Qualcomm Wcd9395 Firmware, Qualcomm Sg4150P Firmware, Qualcomm Wsa8830 Firmware, Qualcomm Sa8155P Firmware, Qualcomm Snapdragon X75 5G Modem-Rf System Firmware, Qualcomm Qca6595 Firmware, Qualcomm Fastconnect 6900 Firmware, Qualcomm Fastconnect 7800 Firmware, Qualcomm Wcd9340 Firmware, Qualcomm Qca6595Au Firmware, Qualcomm Qcm8550 Firmware, Qualcomm Qcs6490 Firmware, Qualcomm Sw5100 Firmware",High,Other,Local,2023.0,106,memory corruption invoking ioctls call user space internal mem map internal mem unmap,106,85,19.8,"internal, call user, space, map, call",Memory corruption while invoking IOCTLs calls from user space for internal mem MAP and internal mem UNMAP.,"CVE Alert: High Other vulnerability
CVE ID: CVE-2023-43514 | CVSS: 8.4

Summary: Memory corruption while invoking IOCTLs calls from user space for internal mem MAP and internal mem UNMAP.

Recommended Action: Apply patches within 24 hours. Monitor for exploitation.",106,106,1.0
CVE-2023-47039,"A vulnerability was found in Perl. This security issue occurs while Perl for Windows relies on the system path environment variable to find the shell (`cmd.exe`). When running an executable that uses the Windows Perl interpreter, Perl attempts to find and execute `cmd.exe` within the operating system. However, due to path search order issues, Perl initially looks for cmd.exe in the current working directory. This flaw allows an attacker with limited privileges to place`cmd.exe` in locations with weak permissions, such as `C:\ProgramData`. By doing so, arbitrary code can be executed when an administrator attempts to use this executable from these compromised locations.",7.8,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,Microsoft Windows,High,Other,Local,2023.0,676,vulnerability found perl security issue occurs perl window relies system path environment variable find shell cmd exe running executable us window perl interpreter perl attempt find execute cmd exe within operating system however due path search order issue perl initially look cmd exe current working directory flaw allows attacker limited privilege place cmd exe location weak permission programdata arbitrary code executed administrator attempt use executable compromised location,676,483,28.6,"perl, cmd, exe, find, executable","A vulnerability was found in Perl. This security issue occurs while Perl for Windows relies on the system path environment variable to find the shell. When running an executable that uses the Windows Perl interpreter, Perl attempts to find and execute `cmd.exe`","CVE Alert: High Other vulnerability
CVE ID: CVE-2023-47039 | CVSS: 7.8

Summary: A vulnerability was found in Perl. This security issue occurs while Perl for Windows relies on the system path environment variable to find the shell. When running an executable that uses the Windows Perl interpreter, Perl attempts to find and execute `cmd.exe`

Recommended Action: Apply patches within 24 hours. Monitor for exploitation.",676,261,0.386094674556213
CVE-2023-47216,"
in OpenHarmony v3.2.2 and prior versions allow a local attacker cause DOS through occupy all resources

",2.9,CVSS:3.1/AV:L/AC:H/PR:N/UI:N/S:U/C:N/I:N/A:L,Openatom Openharmony,Low,Remote Code Execution,Local,2023.0,105,openharmony prior version allow local attacker cause do occupy resource,105,71,32.4,"openharmony prior, openharmony, version allow, allow local, local attacker",OpenHarmony v3.2.2 and prior versions allow a local attacker to cause DOS through occupy all resources.,"CVE Alert: Low Remote Code Execution vulnerability
CVE ID: CVE-2023-47216 | CVSS: 2.9

Summary: OpenHarmony v3.2.2 and prior versions allow a local attacker to cause DOS through occupy all resources.

Recommended Action: Apply patches during routine maintenance.",105,103,0.9809523809523809
CVE-2023-47857,"
in OpenHarmony v3.2.2 and prior versions allow a local attacker cause multimedia camera crash through modify a released pointer.",4.0,CVSS:3.1/AV:L/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:L,Openatom Openharmony,Medium,Denial of Service,Local,2023.0,129,openharmony prior version allow local attacker cause multimedia camera crash modify released pointer,129,100,22.5,"released pointer, camera, crash modify, cause multimedia, modify released",OpenHarmony v3.2.2 and prior versions allow a local attacker cause multimedia camera crash through modify a released pointer.,"CVE Alert: Medium Denial of Service vulnerability
CVE ID: CVE-2023-47857 | CVSS: 4.0

Summary: OpenHarmony v3.2.2 and prior versions allow a local attacker cause multimedia camera crash through modify a released pointer.

Recommended Action: Schedule patching within the next maintenance window.",129,125,0.9689922480620154
CVE-2023-48360,"
in OpenHarmony v3.2.2 and prior versions allow a local attacker cause multimedia player crash through modify a released pointer.",4.0,CVSS:3.1/AV:L/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:L,Openatom Openharmony,Medium,Denial of Service,Local,2023.0,129,openharmony prior version allow local attacker cause multimedia player crash modify released pointer,129,100,22.5,"multimedia player, released pointer, modify released, crash modify, cause multimedia",OpenHarmony v3.2.2 and prior versions allow a local attacker cause multimedia player crash through modify a released pointer.,"CVE Alert: Medium Denial of Service vulnerability
CVE ID: CVE-2023-48360 | CVSS: 4.0

Summary: OpenHarmony v3.2.2 and prior versions allow a local attacker cause multimedia player crash through modify a released pointer.

Recommended Action: Schedule patching within the next maintenance window.",129,125,0.9689922480620154
CVE-2023-49135,"
in OpenHarmony v3.2.2 and prior versions allow a local attacker cause multimedia player crash through modify a released pointer.",4.0,CVSS:3.1/AV:L/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:L,Openatom Openharmony,Medium,Denial of Service,Local,2023.0,129,openharmony prior version allow local attacker cause multimedia player crash modify released pointer,129,100,22.5,"multimedia player, released pointer, modify released, crash modify, cause multimedia",OpenHarmony v3.2.2 and prior versions allow a local attacker cause multimedia player crash through modify a released pointer.,"CVE Alert: Medium Denial of Service vulnerability
CVE ID: CVE-2023-49135 | CVSS: 4.0

Summary: OpenHarmony v3.2.2 and prior versions allow a local attacker cause multimedia player crash through modify a released pointer.

Recommended Action: Schedule patching within the next maintenance window.",129,125,0.9689922480620154
CVE-2023-49142,"
in OpenHarmony v3.2.2 and prior versions allow a local attacker cause multimedia audio crash through modify a released pointer.",4.0,CVSS:3.1/AV:L/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:L,Openatom Openharmony,Medium,Denial of Service,Local,2023.0,128,openharmony prior version allow local attacker cause multimedia audio crash modify released pointer,128,99,22.7,"released pointer, multimedia, modify released, cause multimedia, crash modify",OpenHarmony v3.2.2 and prior versions allow a local attacker cause multimedia audio crash through modify a released pointer.,"CVE Alert: Medium Denial of Service vulnerability
CVE ID: CVE-2023-49142 | CVSS: 4.0

Summary: OpenHarmony v3.2.2 and prior versions allow a local attacker cause multimedia audio crash through modify a released pointer.

Recommended Action: Schedule patching within the next maintenance window.",128,124,0.96875
CVE-2023-47858,"Mattermost fails to properly verify the permissions needed for viewing archived public channels,  allowing a member of one team to get details about the archived public channels of another team via the GET /api/v4/teams/<team-id>/channels/deleted endpoint.

",4.3,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:N/A:N,,Medium,Other,Network,2023.0,258,mattermost fails properly verify permission needed viewing archived public channel allowing member one team get detail archived public channel another team via get api team team channel deleted endpoint,258,202,21.7,"team, channel, get, verify permission, viewing",Mattermost fails to properly verify the permissions needed for viewing archived public channels. This allows a member of one team to get details about the public channels of another team.,"CVE Alert: Medium Other vulnerability
CVE ID: CVE-2023-47858 | CVSS: 4.3

Summary: Mattermost fails to properly verify the permissions needed for viewing archived public channels. This allows a member of one team to get details about the public channels of another team.

Recommended Action: Schedule patching within the next maintenance window.",258,187,0.7248062015503876
CVE-2023-48732,"Mattermost fails to scope the WebSocket response around notified users to a each user separately resulting in the WebSocket broadcasting the information about who was notified about a post to everyone else in the channel.

",4.3,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:N/A:N,,Medium,Other,Network,2023.0,223,mattermost fails scope websocket response around notified user user separately resulting websocket broadcasting information notified post everyone else channel,223,159,28.7,"websocket, scope, user user, mattermost fails, mattermost",Mattermost fails to scope the WebSocket response around notified users. This results in the information about who was notified about a post to everyone else in the channel.,"CVE Alert: Medium Other vulnerability
CVE ID: CVE-2023-48732 | CVSS: 4.3

Summary: Mattermost fails to scope the WebSocket response around notified users. This results in the information about who was notified about a post to everyone else in the channel.

Recommended Action: Schedule patching within the next maintenance window.",223,172,0.7713004484304933
CVE-2023-50333,"Mattermost fails to update the permissions of the current session for a user who was just demoted to guest, allowing freshly demoted guests to change group names.

",3.7,CVSS:3.1/AV:N/AC:H/PR:L/UI:R/S:U/C:N/I:L/A:L,,Low,Other,Network,2023.0,164,mattermost fails update permission current session user demoted guest allowing freshly demoted guest change group name,164,118,28.0,"guest, session user, mattermost fails, mattermost, fails",Mattermost fails to update the permissions of the current session for a user who was just demoted to guest. Freshly demoted guests can change group names.,"CVE Alert: Low Other vulnerability
CVE ID: CVE-2023-50333 | CVSS: 3.7

Summary: Mattermost fails to update the permissions of the current session for a user who was just demoted to guest. Freshly demoted guests can change group names.

Recommended Action: Apply patches during routine maintenance.",164,154,0.9390243902439024
CVE-2023-6693,"A stack based buffer overflow was found in the virtio-net device of QEMU. This issue occurs when flushing TX in the virtio_net_flush_tx function if guest features VIRTIO_NET_F_HASH_REPORT, VIRTIO_F_VERSION_1 and VIRTIO_NET_F_MRG_RXBUF are enabled. This could allow a malicious user to overwrite local variables allocated on the stack. Specifically, the `out_sg` variable could be used to read a part of process memory and send it to the wire, causing an information leak.",4.9,CVSS:3.1/AV:L/AC:H/PR:N/UI:N/S:U/C:L/I:L/A:L,"Fedoraproject Fedora 39, Redhat Enterprise Linux 9.0, Redhat Enterprise Linux 8.0",Medium,Buffer Overflow,Local,2023.0,471,stack based buffer overflow found virtio net device qemu issue occurs flushing virtio net flush function guest feature virtio net hash report virtio version virtio net mrg rxbuf enabled could allow malicious user overwrite local variable allocated stack specifically variable could used read part process memory send wire causing information leak,471,346,26.5,"net, variable, information leak, qemu, local variable","A stack based buffer overflow was found in the virtio-net device of QEMU. This could allow a malicious user to overwrite local variables allocated on the stack. Specifically, the `out_sg` variable could be used to read a part of process memory.","CVE Alert: Medium Buffer Overflow vulnerability
CVE ID: CVE-2023-6693 | CVSS: 4.9

Summary: A stack based buffer overflow was found in the virtio-net device of QEMU. This could allow a malicious user to overwrite local variables allocated on the stack. Specifically, the `out_sg` variable could be used to read a part of process memory.

Recommended Action: Schedule patching within the next maintenance window.",471,244,0.5180467091295117
CVE-2023-6436,"Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection') vulnerability in Ekol Informatics Website Template allows SQL Injection.This issue affects Website Template: through 20231215.

",9.8,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,,Critical,SQL Injection,Network,2023.0,213,improper neutralization special element used sql command sql injection vulnerability ekol informatics website template allows sql injection issue affect website template,213,169,20.7,"template, website, sql, sql command, command sql",This issue affects Website Template: through 20231215. Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection') vulnerability in Ekol Informatics Website Template.,"CVE Alert: Critical SQL Injection vulnerability
CVE ID: CVE-2023-6436 | CVSS: 9.8

Summary: This issue affects Website Template: through 20231215. Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection') vulnerability in Ekol Informatics Website Template.

Recommended Action: Patch immediately. Isolate affected systems.",213,191,0.8967136150234741
CVE-2015-10128,A vulnerability was found in rt-prettyphoto Plugin up to 1.2 on WordPress and classified as problematic. Affected by this issue is the function royal_prettyphoto_plugin_links of the file rt-prettyphoto.php. The manipulation leads to cross site scripting. The attack may be launched remotely. Upgrading to version 1.3 is able to address this issue. The patch is identified as 0d3d38cfa487481b66869e4212df1cefc281ecb7. It is recommended to upgrade the affected component. VDB-249422 is the identifier assigned to this vulnerability.,3.5,CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:U/C:N/I:L/A:N,,Low,Other,Network,2015.0,530,vulnerability found prettyphoto plugin wordpress classified problematic affected issue function royal prettyphoto plugin link file prettyphoto php manipulation lead cross site scripting attack may launched remotely upgrading version able address issue patch identified cfa cefc ecb recommended upgrade affected component vdb identifier assigned vulnerability,530,358,32.5,"remotely upgrading, link file, affected component, address issue, able address",A vulnerability was found in rt-prettyphoto plugin up to 1.2 on WordPress. The manipulation leads to cross site scripting. Upgrading to version 1.3 is able to address this issue.,"CVE Alert: Low Other vulnerability
CVE ID: CVE-2015-10128 | CVSS: 3.5

Summary: A vulnerability was found in rt-prettyphoto plugin up to 1.2 on WordPress. The manipulation leads to cross site scripting. Upgrading to version 1.3 is able to address this issue.

Recommended Action: Apply patches during routine maintenance.",530,178,0.33584905660377357
CVE-2017-20188,A vulnerability has been found in Zimbra zm-ajax up to 8.8.1 and classified as problematic. Affected by this vulnerability is the function XFormItem.prototype.setError of the file WebRoot/js/ajax/dwt/xforms/XFormItem.js. The manipulation of the argument message leads to cross site scripting. The attack can be launched remotely. The complexity of an attack is rather high. The exploitation appears to be difficult. Upgrading to version 8.8.2 is able to address this issue. The identifier of the patch is 8d039d6efe80780adc40c6f670c06d21de272105. It is recommended to upgrade the affected component. The identifier VDB-249421 was assigned to this vulnerability.,2.6,CVSS:3.1/AV:N/AC:H/PR:L/UI:R/S:U/C:N/I:L/A:N,,Low,Other,Network,2017.0,661,vulnerability found zimbra ajax VERSION classified problematic affected vulnerability function xformitem prototype seterror file webroot ajax dwt xforms xformitem manipulation argument message lead cross site scripting attack launched remotely complexity attack rather high exploitation appears difficult upgrading version VERSION able address issue identifier patch efe adc recommended upgrade affected component identifier vdb assigned vulnerability,661,451,31.8,"ajax, message lead, prototype, exploitation appears, appears difficult",A vulnerability has been found in Zimbra zm-ajax up to 8.8.1. Affected by this vulnerability is the function XFormItem.prototype.setError. The manipulation of the argument message leads to cross site scripting. The attack can be launched remotely.,"CVE Alert: Low Other vulnerability
CVE ID: CVE-2017-20188 | CVSS: 2.6

Summary: A vulnerability has been found in Zimbra zm-ajax up to 8.8.1. Affected by this vulnerability is the function XFormItem.prototype.setError. The manipulation of the argument message leads to cross site scripting. The attack can be launched remotely.

Recommended Action: Apply patches during routine maintenance.",661,247,0.37367624810892586
CVE-2024-0188,"A vulnerability, which was classified as problematic, was found in RRJ Nueva Ecija Engineer Online Portal 1.0. This affects an unknown part of the file change_password_teacher.php. The manipulation leads to weak password requirements. It is possible to initiate the attack remotely. The complexity of an attack is rather high. The exploitability is told to be difficult. The exploit has been disclosed to the public and may be used. The identifier VDB-249501 was assigned to this vulnerability.",3.1,CVSS:3.1/AV:N/AC:H/PR:L/UI:N/S:U/C:L/I:N/A:N,,Low,Other,Network,2024.0,494,vulnerability classified problematic found rrj nueva ecija engineer online portal affect unknown part file change password teacher php manipulation lead weak password requirement possible initiate attack remotely complexity attack rather high exploitability told difficult exploit disclosed public may used identifier vdb assigned vulnerability,494,344,30.4,"password, file change, portal affect, told difficult, told",Vulnerability found in RRJ Nueva Ecija Engineer Online Portal 1.0. This affects an unknown part of the file change_password_teacher.php. The manipulation leads to weak password requirements. It is possible to initiate the attack remotely.,"CVE Alert: Low Other vulnerability
CVE ID: CVE-2024-0188 | CVSS: 3.1

Summary: Vulnerability found in RRJ Nueva Ecija Engineer Online Portal 1.0. This affects an unknown part of the file change_password_teacher.php. The manipulation leads to weak password requirements. It is possible to initiate the attack remotely.

Recommended Action: Apply patches during routine maintenance.",494,238,0.4817813765182186
CVE-2018-25097,"A vulnerability, which was classified as problematic, was found in Acumos Design Studio up to 2.0.7. Affected is an unknown function. The manipulation leads to cross site scripting. It is possible to launch the attack remotely. Upgrading to version 2.0.8 is able to address this issue. The name of the patch is 0df8a5e8722188744973168648e4c74c69ce67fd. It is recommended to upgrade the affected component. The identifier of this vulnerability is VDB-249420.",3.5,CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:U/C:N/I:L/A:N,,Low,Other,Network,2018.0,457,vulnerability classified problematic found acumos design studio VERSION affected unknown function manipulation lead cross site scripting possible launch attack remotely upgrading version VERSION able address issue name patch recommended upgrade affected component identifier vulnerability vdb,457,292,36.1,"function manipulation, remotely upgrading, studio, component identifier, affected component",Vulnerability found in Acumos Design Studio up to 2.0.7. Affected is an unknown function. The manipulation leads to cross site scripting. It is possible to launch the attack remotely.,"CVE Alert: Low Other vulnerability
CVE ID: CVE-2018-25097 | CVSS: 3.5

Summary: Vulnerability found in Acumos Design Studio up to 2.0.7. Affected is an unknown function. The manipulation leads to cross site scripting. It is possible to launch the attack remotely.

Recommended Action: Apply patches during routine maintenance.",457,183,0.40043763676148797
CVE-2023-4280,An unvalidated input in Silicon Labs TrustZone implementation in v4.3.x and earlier of the Gecko SDK allows an attacker to access the trusted region of memory from the untrusted region.,9.3,CVSS:3.1/AV:L/AC:L/PR:N/UI:N/S:C/C:H/I:H/A:H,,Critical,Other,Local,2023.0,185,unvalidated input silicon lab trustzone implementation earlier gecko sdk allows attacker access trusted region memory untrusted region,185,134,27.6,"region, silicon, silicon lab, lab, trusted",An unvalidated input in Silicon Labs TrustZone implementation in v4.3.x and earlier of the Gecko SDK allows an attacker to access the trusted region of memory from the untrusted region.,"CVE Alert: Critical Other vulnerability
CVE ID: CVE-2023-4280 | CVSS: 9.3

Summary: An unvalidated input in Silicon Labs TrustZone implementation in v4.3.x and earlier of the Gecko SDK allows an attacker to access the trusted region of memory from the untrusted region.

Recommended Action: Patch immediately. Isolate affected systems.",185,185,1.0
CVE-2024-0189,A vulnerability has been found in RRJ Nueva Ecija Engineer Online Portal 1.0 and classified as problematic. This vulnerability affects unknown code of the file teacher_message.php of the component Create Message Handler. The manipulation of the argument Content with the input </title><scRipt>alert(x)</scRipt> leads to cross site scripting. The attack can be initiated remotely. The exploit has been disclosed to the public and may be used. VDB-249502 is the identifier assigned to this vulnerability.,3.5,CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:U/C:N/I:L/A:N,,Low,Other,Network,2024.0,502,vulnerability found rrj nueva ecija engineer online portal classified problematic vulnerability affect unknown code file teacher message php component create message handler manipulation argument content input title script alert script lead cross site scripting attack initiated remotely exploit disclosed public may used vdb identifier assigned vulnerability,502,359,28.5,"message, component create, title script, input title, script",A vulnerability has been found in RRJ Nueva Ecija Engineer Online Portal 1.0. This vulnerability affects unknown code of the file teacher_message.php. The attack can be initiated remotely.,"CVE Alert: Low Other vulnerability
CVE ID: CVE-2024-0189 | CVSS: 3.5

Summary: A vulnerability has been found in RRJ Nueva Ecija Engineer Online Portal 1.0. This vulnerability affects unknown code of the file teacher_message.php. The attack can be initiated remotely.

Recommended Action: Apply patches during routine maintenance.",502,188,0.3745019920318725
CVE-2024-0193,"A use-after-free flaw was found in the netfilter subsystem of the Linux kernel. If the catchall element is garbage-collected when the pipapo set is removed, the element can be deactivated twice. This can cause a use-after-free issue on an NFT_CHAIN object or NFT_OBJECT object, allowing a local unprivileged user with CAP_NET_ADMIN capability to escalate their privileges on the system.",7.8,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,"Redhat Enterprise Linux 9.0, Linux Linux Kernel",High,Other,Local,2024.0,386,use free flaw found netfilter subsystem linux kernel catchall element garbage collected pipapo set removed element deactivated twice cause use free issue nft chain object nft object object allowing local unprivileged user cap net admin capability escalate privilege system,386,272,29.5,"nft, object, element, use free, free","A use-after-free flaw was found in the netfilter subsystem of the Linux kernel. If the catchall element is garbage-collected when the pipapo set is removed, the element can be deactivated twice. This can allow a local unprivileged user with CAP_NET_ADMIN capability to escalate their privileges.","CVE Alert: High Other vulnerability
CVE ID: CVE-2024-0193 | CVSS: 7.8

Summary: A use-after-free flaw was found in the netfilter subsystem of the Linux kernel. If the catchall element is garbage-collected when the pipapo set is removed, the element can be deactivated twice. This can allow a local unprivileged user with CAP_NET_ADMIN capability to escalate their privileges.

Recommended Action: Apply patches within 24 hours. Monitor for exploitation.",386,295,0.7642487046632125
CVE-2022-3010,"The Priva TopControl Suite contains predictable credentials for the SSH service, based on the Serial number. Which makes it possible for an attacker to calculate the login credentials for the Priva TopControll suite.",7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,,High,Other,Network,2022.0,216,priva topcontrol suite contains predictable credential ssh service based serial number make possible attacker calculate login credential priva topcontroll suite,216,160,25.9,"suite, credential, possible attacker, ssh service, login credential","The Priva TopControll suite contains predictable credentials for the SSH service, based on the Serial number. This makes it possible for an attacker to calculate the login credentials.","CVE Alert: High Other vulnerability
CVE ID: CVE-2022-3010 | CVSS: 7.5

Summary: The Priva TopControll suite contains predictable credentials for the SSH service, based on the Serial number. This makes it possible for an attacker to calculate the login credentials.

Recommended Action: Apply patches within 24 hours. Monitor for exploitation.",216,184,0.8518518518518519
CVE-2023-48419,"An attacker in the wifi vicinity of a target Google Home can spy on the victim, resulting in Elevation of Privilege 
",10.0,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:C/C:H/I:H/A:H,"Google Home Mini Firmware, Google Nest Mini Firmware, Google Nest Audio Firmware, Google Home Firmware",Critical,Other,Network,2023.0,117,attacker wifi vicinity target google home spy victim resulting elevation privilege,117,82,29.9,"wifi, target, home, elevation privilege, elevation","An attacker in the wifi vicinity of a target Google Home can spy on the victim, resulting in Elevation of Privilege.","CVE Alert: Critical Other vulnerability
CVE ID: CVE-2023-48419 | CVSS: 10.0

Summary: An attacker in the wifi vicinity of a target Google Home can spy on the victim, resulting in Elevation of Privilege.

Recommended Action: Patch immediately. Isolate affected systems.",117,116,0.9914529914529915
CVE-2023-7192,A memory leak problem was found in ctnetlink_create_conntrack in net/netfilter/nf_conntrack_netlink.c in the Linux Kernel. This issue may allow a local attacker with CAP_NET_ADMIN privileges to cause a denial of service (DoS) attack due to a refcount overflow.,5.5,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H,"Redhat Enterprise Linux 9.0, Redhat Enterprise Linux 8.0, Linux Linux Kernel",Medium,Denial of Service,Local,2023.0,260,memory leak problem found ctnetlink create conntrack net netfilter conntrack netlink linux kernel issue may allow local attacker cap net admin privilege cause denial service do attack due refcount overflow,260,205,21.2,"conntrack, net, admin privilege, net admin, cap net",A memory leak problem was found in ctnetlink_create_conntrack in the Linux Kernel. This issue may allow a local attacker with CAP_NET_ADMIN privileges to cause a denial of service attack.,"CVE Alert: Medium Denial of Service vulnerability
CVE ID: CVE-2023-7192 | CVSS: 5.5

Summary: A memory leak problem was found in ctnetlink_create_conntrack in the Linux Kernel. This issue may allow a local attacker with CAP_NET_ADMIN privileges to cause a denial of service attack.

Recommended Action: Schedule patching within the next maintenance window.",260,187,0.7192307692307692
CVE-2024-0190,A vulnerability was found in RRJ Nueva Ecija Engineer Online Portal 1.0 and classified as problematic. This issue affects some unknown processing of the file add_quiz.php of the component Quiz Handler. The manipulation of the argument Quiz Title/Quiz Description with the input </title><scRipt>alert(x)</scRipt> leads to cross site scripting. The attack may be initiated remotely. The exploit has been disclosed to the public and may be used. The associated identifier of this vulnerability is VDB-249503.,3.5,CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:U/C:N/I:L/A:N,,Low,Other,Network,2024.0,505,vulnerability found rrj nueva ecija engineer online portal classified problematic issue affect unknown processing file add quiz php component quiz handler manipulation argument quiz title quiz description input title script alert script lead cross site scripting attack may initiated remotely exploit disclosed public may used associated identifier vulnerability vdb,505,366,27.5,"quiz, title, description input, file add, description",A vulnerability was found in RRJ Nueva Ecija Engineer Online Portal 1.0. This issue affects some unknown processing of the file add_quiz.php. The attack may be initiated remotely.,"CVE Alert: Low Other vulnerability
CVE ID: CVE-2024-0190 | CVSS: 3.5

Summary: A vulnerability was found in RRJ Nueva Ecija Engineer Online Portal 1.0. This issue affects some unknown processing of the file add_quiz.php. The attack may be initiated remotely.

Recommended Action: Apply patches during routine maintenance.",505,179,0.35445544554455444
